,title,heading,content,tokens
6124,Agriculture in Canada,Agribusiness,"Agribusiness are activities of food and fibre production and processing which are not part of the farm operation. This would include the production of farm equipment and fertilizers to aid farm production. Agribusiness also includes the firms that purchase the raw goods from the farm for further processing. The meat packing industry, flour mill, and canning industry would be included in the agribusiness sector processing farm products.
A recent growth area in agribusiness is the advent of organized farmland investment funds operating on the model of direct land ownership with rental back to farmers as operators.",121
6125,Iron deficiency,Signs and symptoms,"Symptoms of iron deficiency can occur even before the condition has progressed to iron deficiency anemia.
Symptoms of iron deficiency are not unique to iron deficiency (i.e. not pathognomonic). Iron is needed for many enzymes to function normally, so a wide range of symptoms may eventually emerge, either as the secondary result of the anemia, or as other primary results of iron deficiency.  Symptoms of iron deficiency include:
fatigue
dizziness/lightheadedness
pallor
hair loss
twitches
irritability
weakness
pica
brittle or grooved nails
hair thinning
Plummer–Vinson syndrome: painful atrophy of the mucous membrane covering the tongue, the pharynx and the esophagus
impaired immune function
pagophagia
restless legs syndromeContinued iron deficiency may progress to anemia and worsening fatigue. Thrombocytosis, or an elevated platelet count, can also result.  A lack of sufficient iron levels in the blood is one reason that some people cannot donate blood.",231
6126,Environmental remediation,"Bakar, Croatia","An EU contract for immobilization of a polluted area of 20,000 m3 in Bakar, Croatia based on solidification/stabilization with ImmoCem is currently in progress. After three years of intensive research by the Croatian government, the EU funded the immobilization project in Bakar. The area is contaminated with large amounts of TPH, PAH, and metals. For the immobilization, the contractor chose to use the mix-in-plant procedure.",99
6127,Canadian Wheat Board,First wheat boards,"By the early 20th century in Western Canada, grain purchasing, transportation and marketing were dominated by large companies headquartered outside the region, such as the Canadian Pacific Railway and the trading companies which dominated the Winnipeg Grain Exchange. Producers were deeply suspicious of the business practices of these companies and hostile to their positions of power.  Farmers were impressed by the success of state-led marketing as it was practised during World War I.  The government created a series of boards in and around the war, each with progressively more power to control the grain trade. The Board of Grain Commissioners of 1912 was purely for regulation (to supervise grading, etc.), but by 1915 the government had seized control of all wheat exports to help the war effort, and by 1917 futures trading on the Winnipeg Exchange was banned. In 1917, the new Board of Grain Supervisors was given monopoly powers over wheat, and fixed uniform prices across the country. Soon afterwards, the Board took over marketing of other crops as well. Farmers were worried that after the war, prices would crash and various agrarian groups lobbied Ottawa to keep the Board in place. The government relented by creating the Canadian Wheat Board for the 1919 crop only. Farmers got a guaranteed price for that crop, paid immediately, and later a further payment once the Board had completed the year's sales. This system of guaranteed prices and distributed income was extremely popular and when the Board dissolved in 1920, many farmers were livid. It certainly did not help that, ""from a peak of $2.85 per bushel in September, 1920 [prices] began a slow and sickening decline to less than a dollar a bushel in late 1923."" This marked contrast to the stable prices of 1919–1920 Board seemed to confirm farmers' suspicions of market trading.",365
6128,Cotton mill,Key inventions,"During the Industrial Revolution cotton manufacture changed from a domestic to a mechanised industry, made possible by inventions and advances in technology. The weaving process was the first to be mechanised by the invention of John Kay's flying shuttle in 1733. The manually-operated spinning jenny was developed by James Hargreaves in about 1764 speeded up the spinning process. The roller spinning principle of Paul and Bourne became the basis of Richard Arkwright's spinning frame and water frame, patented in 1769. The principles of the spinning jenny and water frame were combined by Samuel Crompton in his spinning mule of 1779, but water power was not applied to it until 1792. Many mills were built after Arkwright's patent expired in 1783 and by 1788, there were about 210 mills in Great Britain. The development of cotton mills was linked to the development of the machinery they contained. By 1774, 30,000 people in Manchester were employed using the domestic system in cotton manufacture. Handloom weaving lingered into the mid-19th century but cotton spinning in mills relying on water power and subsequently steam power using fuel from the Lancashire Coalfield began to develop before 1800.",247
6129,Rice hoja blanca tenuivirus,Summary,"Rice hoja blanca tenuivirus (RHBV), meaning ""white leaf rice virus"", is a plant virus in the family Phenuiviridae. RHBV causes Hoja blanca disease (HBD), which affects the leaves of the rice plant Oryza sativa, stunting the growth of the plant or killing it altogether. RHBV is carried by an insect vector, Tagosodes orizicolus, a type of planthopper. The virus is found in South America, Mexico, throughout Central America, the Caribbean region, and the southern United States. In South America, the disease is endemic to Colombia, Venezuela, Ecuador, Peru, Suriname, French Guiana and Guyana.",156
6130,Agriculture,Policy,"Agricultural policy is the set of government decisions and actions relating to domestic agriculture and imports of foreign agricultural products. Governments usually implement agricultural policies with the goal of achieving a specific outcome in the domestic agricultural product markets. Some overarching themes include risk management and adjustment (including policies related to climate change, food safety and natural disasters), economic stability (including policies related to taxes), natural resources and environmental sustainability (especially water policy), research and development, and market access for domestic commodities (including relations with global organizations and agreements with other countries). Agricultural policy can also touch on food quality, ensuring that the food supply is of a consistent and known quality, food security, ensuring that the food supply meets the population's needs, and conservation. Policy programs can range from financial programs, such as subsidies, to encouraging producers to enroll in voluntary quality assurance programs.A 2021 report finds that globally, support to agricultural producers accounts for almost US$540 billion a year. This amounts to 15 percent of total agricultural production value, and is heavily biased towards measures that are leading to inefficiency, as well as are unequally distributed and harmful for the environment and human health.  
There are many influences on the creation of agricultural policy, including consumers, agribusiness, trade lobbies and other groups. Agribusiness interests hold a large amount of influence over policy making, in the form of lobbying and campaign contributions. Political action groups, including those interested in environmental issues and labor unions, also provide influence, as do lobbying organizations representing individual agricultural commodities. The Food and Agriculture Organization of the United Nations (FAO) leads international efforts to defeat hunger and provides a forum for the negotiation of global agricultural regulations and agreements. Samuel Jutzi, director of FAO's animal production and health division, states that lobbying by large corporations has stopped reforms that would improve human health and the environment. For example, proposals in 2010 for a voluntary code of conduct for the livestock industry that would have provided incentives for improving standards for health, and environmental regulations, such as the number of animals an area of land can support without long-term damage, were successfully defeated due to large food company pressure.",438
6131,Coriander,Etymology,"First attested in English during the late 14th century, the word ""coriander"" derives from the Old French coriandre, which comes from Latin coriandrum, in turn from Ancient Greek κορίαννον koríannon (or κορίανδρον koríandron), possibly derived from or related to κόρις kóris (a bed bug), and was given on account of its foetid, bed bug-like smell.The earliest attested form of the word is the Mycenaean Greek ko-ri-ja-da-na (variants: ko-ri-a2-da-na, ko-ri-ja-do-no, ko-ri-jo-da-na) written in Linear B syllabic script (reconstructed as koriadnon, similar to the name of Minos' daughter Ariadne) which later evolved to koriannon or koriandron, and Koriander (German).Cilantro is the Spanish word for coriander, also deriving from coriandrum. It is the common term in American English for coriander leaves due to their extensive use in Mexican cuisine.",272
6132,Wheat flour,United States,"American flours are categorized by gluten/protein content, processing, and use.

All-purpose or plain flour is a blended wheat with a protein content lower than bread flour, ranging between 9% and 12%. Depending on brand or the region where it is purchased, it may be composed of all hard or soft wheats, but is usually a blend of the two, and can range from low protein content to moderately high. It is marketed as an inexpensive alternative to bakers' flour which is acceptable for most household baking needs.
Bread flour or strong flour is always made from hard wheat, usually hard spring wheat. It has a very high protein content, between 10% and 13%, making it excellent for yeast bread baking. It can be white or whole wheat or in between.
Cake flour is a finely milled white flour made from soft wheat. It has very low protein content, between 8% and 10%, making it suitable for soft-textured cakes and cookies. The higher protein content of other flours would make the cakes tough. Related to cake flour are masa harina (from maize), maida flour (from wheat or tapioca), and pure starches.
Durum flour is made from Durum wheat and is suited for pasta making, traditional pizza and flatbread for doner kebab.
Graham flour is a special type of whole wheat flour. The endosperm is finely ground, as in white flour, while the bran and germ are coarsely ground. Graham flour is uncommon outside of the United States (but see atta flour, a similar product, below). Graham flour is the basis of true graham crackers.
Instant flour is pregelatinized (precooked) for easier incorporation in gravies and sauces.
Pastry flour or cookie flour or cracker flour has slightly higher protein content than cake flour but lower than all-purpose flour. Its protein content ranges between 9% and 10%. It is available as a white flour, a whole-wheat flour, or a white flour with the germ retained but not the bran. It is suitable for pie pastry and tarts, some cookies, muffins, biscuits and other quick breads. Flour is shaken through a sieve to reduce the amount of lumps for cooking pastry.
Whole-wheat flour contains the wheat germ, endosperm and bran
White flour or refined flour contains only the endosperm
 Whole-wheat white flour is white flour that contains the endososperm, bran, and germ
Enriched flour is white flour with nutrients added to compensate for the removal of the bran and germ
Bleached flour is a white flour treated with flour bleaching agents to whiten it (freshly milled flour is yellowish) and give it more gluten-producing potential. Oxidizing agents are usually employed, most commonly organic peroxides like acetone peroxide or benzoyl peroxide, nitrogen dioxide, or chlorine. A similar effect can be achieved by letting the flour oxidize with oxygen in the air (""natural aging"") for approximately 10 days; however, this process is more expensive due to the time required. Flour bleached with benzoyl peroxide has been prohibited in the UK since 1997.
Bromated flour has a maturing agent added. The agent's role is to help with developing gluten, a role similar to the flour bleaching agents. Bromate is usually used. Other choices are phosphates, ascorbic acid, and malted barley. Bromated flour has been banned in much of the world, as bromate is classified as possibly carcinogenic in humans (Group 2B) by the International Agency for Research on Cancer (IARC), but remains available in the United States.
Self-rising or self-raising flour is white flour that is sold premixed with chemical leavening agents. It was invented by Henry Jones. Self-rising flour is typically composed of the following ratio:
1 cup (100 g) flour
1+1⁄2 teaspoons (3 g) baking powder
a pinch to 1⁄2 teaspoon (1 g or less) salt",862
6133,Soybean,Production,"In 2020, world production of soybeans was over 353 million tonnes, led by Brazil and the United States combined with 66% of the total (table). Production has dramatically increased across the globe since the 1960s, but particularly in South America after a cultivar that grew well in low latitudes was developed in the 1980s. The rapid growth of the industry has been primarily fueled by large increases in worldwide demand for meat products, particularly in developing countries like China, which alone accounts for more than 60% of imports.",107
6134,Peak copper,History,"Concern about the copper supply is not new.  In 1924 geologist and copper-mining expert Ira Joralemon warned:

""... the age of electricity and of copper will be short.  At the intense rate of production that must come, the copper supply of the world will last hardly a score of years. ... Our civilization based on electrical power will dwindle and die.""",82
6135,Coriander,Leaves,"The leaves are variously referred to as coriander leaves, fresh coriander, Chinese parsley, or (in the US and commercially in Canada) cilantro. The fresh leaves are an ingredient in many foods, such as chutneys and salads, salsa, guacamole, and as a widely used garnish for soup, fish, and meat. As heat diminishes their flavour, coriander leaves are often used raw or added to the dish immediately before serving. In Indian and Central Asian recipes, coriander leaves are used in large amounts and cooked until the flavour diminishes. The leaves spoil quickly when removed from the plant and lose their aroma when dried or frozen.
The taste of the leaves and the seeds are distinct. The seeds exhibit citrus overtones. The dominant flavorants in the leaves are the aldehydes 2-decenal and 2-dodecenal. The main flavorant in the seeds is (+)-linalool.",204
6136,Free range,United Kingdom,"Pigs:
Free-range pregnant sows are kept in groups and they are often provided with straw for bedding, rooting and chewing.  Around 40% of UK sows are kept free-range outdoors and farrow in huts on their range.Egg laying hens:
Cage-free egg production includes barn, free-range and organic systems. In the UK, free-range systems are the most popular of the non-cage alternatives, accounting for around 57% of all eggs, compared to 2% in barns and 2% organic. In free-range systems, hens are housed to a similar standard as the barn or aviary.Free-range rearing of pullets:
Free range rearing of pullets for egg-laying is now being pioneered in the UK by various poultry rearing farms.  In these systems, the pullets are allowed outside from as young as 4 weeks of age, rather than the conventional systems where the pullets are reared in barns and allowed out at 16 weeks of age
Meat chickens:
Free-range broilers are reared for meat and are allowed access to an outdoor range for at least 8 hours each day. RSPCA standards state that in order for chickens to be free range, there must not be more than 13 chickens per square meter. Free-range broiler systems use slower-growing breeds of chicken to improve welfare, meaning they reach slaughter weight at 16 weeks of age rather than 5–6 weeks of age in standard rearing systems.
Turkeys:
Free-range turkeys have continuous access to an outdoor range during the daytime. The range should be largely covered in vegetation and allow more space. Access to fresh air and daylight means better eye and respiratory health. The turkeys are able to exercise and exhibit natural behaviour resulting in stronger, healthier legs. Free-range systems often use slower-growing breeds of turkey.Free range dairy:
In recent years the free range dairy scheme has become more prevalent. Farms supplying milk under the free range dairy brand abide by the pasture promise, meaning the cows will have access to pasture land to graze for a minimum of 180 days and nights a year. There is evidence to suggest that milk from grass contains higher levels of fats such as omega-3 and conjugated linoleic acid (CLA). Additionally free range dairy is giving consumers more choice as to where their milk comes from. Free range dairy provides the consumer with reassurance that the milk they drink has come from cows with the freedom to roam and can graze in their natural habitat.",532
6137,Tin,Chemical,"Tin resists corrosion from water, but can be corroded by acids and alkalis. Tin can be highly polished and is used as a protective coat for other metals, a protective oxide (passivation) layer prevents further oxidation. Tin acts as a catalyst triggering a chemical reaction of a solution containing oxygen and helps to increase the speed of the chemical reaction that results.",76
6138,Tamarind,Cultivation,"Seeds can be scarified or briefly boiled to enhance germination. They retain their germination capability for several months if kept dry.The tamarind has long been naturalized in Indonesia, Malaysia, Sri Lanka, the Philippines, the Caribbean, and Pacific Islands. Thailand has the largest plantations of the ASEAN nations, followed by Indonesia, Myanmar, and the Philippines. In parts of Southeast Asia, tamarind is called asam. It is cultivated all over India, especially in Maharashtra, Chhattisgarh, Karnataka, Telangana, Andhra Pradesh, and Tamil Nadu. Extensive tamarind orchards in India produce 250,000 tonnes (280,000 short tons) annually.In the United States, it is a large-scale crop introduced for commercial use (second in net production quantity only to India), mainly in southern states, notably south Florida, and as a shade tree, along roadsides, in dooryards and in parks.A traditional food plant in Africa, tamarind has the potential to improve nutrition, boost food security, foster rural development and support sustainable landcare. In Madagascar, its fruit and leaves are a well-known favorite of the ring-tailed lemur, providing as much as 50 percent of their food resources during the year if available.",269
6139,Surface irrigation,Issues associated with surface irrigation,"While surface irrigation can be practiced effectively using the correct management under the right conditions, it is often associated with a number of issues undermining productivity and environmental sustainability:
Waterlogging - Can cause the plant to shut down delaying further growth until sufficient water drains from the rootzone. Waterlogging may be counteracted by drainage, tile drainage or watertable control by another form of subsurface drainage.
Deep drainage - Overirrigation may cause water to move below the root zone resulting in rising water tables. In regions with naturally occurring saline soil layers (for example salinity in south eastern Australia) or saline aquifers, these rising water tables may bring salt up into the root zone leading to problems of irrigation salinity.
Salinization - Depending on water quality irrigation water may add significant volumes of salt to the soil profile. While this is a lesser issue for surface irrigation compared to other irrigation methods (due to the comparatively high  leaching fraction), lack of subsurface drainage may restrict the leaching of salts from the soil. This can be remedied by drainage and soil salinity control through flushing.The aim of modern surface irrigation management is to minimize the risk of these potential adverse impacts.",251
6140,List of International Harvester vehicles,United States,"Model F 1915–1921, 1Ton
Model H 1915–1921, .75Ton
Model L 1915–1921, 4Ton
Model 21 1921–30, 1Ton through Model 101 5Ton
Model S 1921–1930, .75Ton through Model SF-46 2Ton
Model 33 1924–1927, 1.5Ton through Model 103 5Ton
Model 54 1927–1930, also Model 74 and Model 104
Six-Speed Special 1928–1930, 1Ton
Model A 1930-48 Models AW1 through A8, A7 is 7.5Ton
Model B 1931-? Models B2 and B3
Cargostar 1970-1981
Eagle
Emeryville
Fleetstar (1962-1977)
Loadstar (1962–1979)
Loadstar trucks were also assembled in Doncaster (Carr Hill Works) in the mid/late 1960s
Johnny Reb (1971 - limited regional edition to the Southeastern United States)
B-Series
BC-Series
C-Series
ID-Series
L-Series (1950–1952)
R-Series (1953–1957)(R-100 - R-205)
S-Series (1955–1961)(S-100 - S-180)
Paystar (1972–2016)
5050/5070 (1972-c.1990)
5500/5600 (1990-???)
5900 (???-2016)
S-Series/4000-Series (1978–2001)
S-series (1977-early 1989)
1600/1700/1800/1900 (1978-early 1989)
2100/2200/2300 (1977-early 1989)
2500/2600 (1978-2003)
S-Series ""Schoolmaster"" (1978-early 1989)
1853FC (1979-1989)
4000 series (early 1989–2001)
4500/4600 (1989-1994)
4700/4800/4900 (1989-2001)
3800 (early 1989–2004)
3600 (1991-1998)
3900FC (1990-2010)
3000 (1996–present)
8000 series (1989-2001)
7100/8100/8200 (1989-2001)
8300 (1990-2001)
Transtar II
V220
VCOF
9000 Series (1971-2017)
Transtar 4200/4300 (1971-1985)
International 9000 series (1985-1999)
9370/9300 (1985-1998)
9400 (1990-1999)
9200 (1993-1999)
9100 (1997-1999)
International 9000i series (2000-2017)
9100i (2000-2002)
9200i (2000-2011)
9400i (2000-2007)
9900i (2000-c.2017)
9900ix Eagle (2000-2017)
9000 (COE) (1981-1998)
CO9670/9600 (1981-1998)
9700/9800 (1989-1998)
9800i (1998-c.2017; outside North America)",686
6141,"Agriculture, forestry, and fishing in Japan",Livestock,"Livestock raising is a minor activity. Demand for beef rose in the 1900s, and farmers often shifted from dairy farming to production of high-quality (and high-cost) beef, such as Kobe beef. Throughout the 1980s, domestic beef production met over 2% of demand. In 1991, as a result of heavy pressure from the United States, Japan ended import quotas on potatoes as well as citrus fruit. Milk cows are numerous in Hokkaido, where 25% of farmers run dairies, but milk cows are also raised in Iwate, in Tōhoku, and near Tokyo and Kobe. Beef cattle are mostly concentrated in western Honshu, and on Kyushu. Hogs, the oldest domesticated animals raised for food, are found everywhere. Pork is the most popular meat.
Most of the imported beef comes from Australia, since beef from the USA and Canada was banned after the first cases of BSE in those countries. Those bans were lifted in 2006.",207
6142,Iron preparation,Role of iron in hemoglobin synthesis,Hemoglobin synthesis comprises globin and heme synthesis. The heme molecule is formed by the attachment of an Fe2+ ion to protoporphyrin in the bone marrow cells.,47
6143,The Iron Bridge,Artistic depictions,"Over fifty painters and engravers came to the area around Coalbrookdale between 1750 and 1830 to witness and record the rise of industry and changing landscape. One of the first artists to depict the bridge was William Williams, who was paid 10 guineas (equivalent to £1,235 in 2016) in October 1780 by Darby for a drawing of the bridge. An engraving by Michael Angelo Rooker proved popular, and a copy was purchased by Thomas Jefferson where it was displayed in the dining room of Monticello.In 1979, the Royal Academy of Arts held an exhibition entitled ""A View from the Iron Bridge"" to commemorate the bicentenary of the bridge.",145
6144,Iron overload,Imaging,"Magnetic resonance imaging (MRI) is used as a noninvasive method to estimate iron deposition levels in the liver and heart, which may aid in determining a response to treatment or prognosis. Liver elastography has limited utility in detecting liver fibrosis in hemochromatosis.",61
6145,Quinone,Structural analogues of quinones,"Quinone methide - where one O is replaced by C
Xylylene - where both O's are replaced by C's
Quinone imine - where one O is replaced by N, illustrated by NAPQI
Quinone diimine – where both O's are replaced by N's, illustrated by the antiseptic Ambazone
Azaxylylene - where both O's are replaced by one N and one C, illustrated by various fuchsine dyes like pararosaniline",117
6146,Sweet potato,Nutrient content,"Cooked sweet potato (baked in skin) is 76% water, 21% carbohydrates, 2% protein, and contains negligible fat (table). In a 100 gram reference amount, baked sweet potato provides 90 calories, and rich contents (20% or more of the Daily Value, DV) of vitamin A (120% DV), vitamin C (24% DV), manganese (24% DV), and vitamin B6 (20% DV). It is a moderate source (10-19% DV) of some B vitamins and potassium.
Sweet potato cultivars with dark orange flesh have more beta-carotene (converted to a higher vitamin A content once digested) than those with light-colored flesh, and their increased cultivation is being encouraged in Africa where vitamin A deficiency is a serious health problem. Sweet potato leaves are edible and can be prepared like spinach or turnip greens.",185
6147,Crop wild relative,Fruits,"Almond (Prunus dulcis) – Chinese plum (Prunus salicina and many others)
Apple (Malus domestica) – mostly Malus sieversii, but with some cultivars perhaps belonging to Malus sylvestris or being a hybrid of the two.
Apricot (Prunus armeniaca) – Prunus brigantina
Avocado (Persea americana) – Persea schiedeana
Banana – Musa acuminata, Musa balbisiana and Musa schizocarpa
Breadfruit (Artocarpus altilis) – Jackfruit (Artocarpus heterphyllus)
Cacao (Theobroma cacao) – Theobroma angustifolium
Cherry (Prunus avium) – Prunus mahaleb
Cucumber (Cucumis sativus) – Cucumis hystrix
Eggplant (Solanum melongena) – Thorn apple (Solanum incanum), Solanum insanum
Grape (Vitis vinifera) – European wild grape (Vitis sylvestris). Hybrids exist also including other Vitis species.
Grapefruit (Citrus paradisi) – Citrus medica
Lemon (Citrus limon) – Citrus indica
Mango (Mangifera indica) – Mangifera altissima
Orange (Citrus sinensis) – Key lime (Citrus aurantiifolia)
Papaya (Carica papaya) – Jarilla chocola
Peach (Prunus persica var. persica) – Prunus tomentosa
Pear (Pyrus communis) – Pyrus pyraster and Pyrus caucasica
Pepper (Capsicum annuum) – Capsicum baccatum
Pineapple (Ananas comosus) – Ananas bracteatus
Plum (Prunus domesticus subsp. domestica)- Prunus spinosa and Prunus cerasifera
Pumpkin (Cucurbita maxima subsp. maxima) – Cucurbita ecuadorensis
Strawberry (Fragaria× ananassa)
Tomato (Solanum lycopersicum) – Solanum chilense
Watermelon (Citrullus lanatus var. lanatus) – Bitter apple (Citrullus colocynthis)",552
6148,Copper protein,Inner and outer sphere metal coordination,"The cysteine sulfur copper (II) ion bonds range from 2.6 to 3.2 Å. With the reduced form, CuI, protein structures are still formed with elongated bonds by 0.1 Å or less. with the oxidized and reduced protein structures, they are superimposable. With amicyanin, there is an exception due to the histidine being ligated and it is not bound to copper iodide. In azurin, the Cysteine112 thiolate accepts the hydrogen bonds from the amide backbone of Asparagine47, and Phenylalanine114, and Histidine46 donates a hydrogen bond to the carbonyl backbone of Asparagine10. The Cysteine84 thiolate of plastocyanin accepts a hydrogen bond from a amide backbone, Asparagine38, and Histidine37 interacts strongly with the carbonyl backbone of Alanine33 and more weakly with the carbonyl backbone of Leucine5, Glycine34, and the amide backbone of Phenylalanine35.",234
6149,Global Positioning System,Closed-form,"One closed-form solution to the above set of equations was developed by S. Bancroft. Its properties are well known; in particular, proponents claim it is superior in low-GDOP situations, compared to iterative least squares methods.Bancroft's method is algebraic, as opposed to numerical, and can be used for four or more satellites. When four satellites are used, the key steps are inversion of a 4x4 matrix and solution of a single-variable quadratic equation. Bancroft's method provides one or two solutions for the unknown quantities. When there are two (usually the case), only one is a near-Earth sensible solution.When a receiver uses more than four satellites for a solution, Bancroft uses the generalized inverse (i.e., the pseudoinverse) to find a solution. A case has been made that iterative methods, such as the Gauss–Newton algorithm approach for solving over-determined non-linear least squares problems, generally provide more accurate solutions.Leick et al. (2015) states that ""Bancroft's (1985) solution is a very early, if not the first, closed-form solution.""
Other closed-form solutions were published afterwards, although their adoption in practice is unclear.",270
6150,Harvester case,The decision,"Higgins J held that for McKay to pay a fair and reasonable wage meant paying his employees a wages that met ""the normal needs of an average employee, regarded as a human being in a civilised community"", regardless of his capacity to pay. This gave rise to the legal requirement for a basic wage. In defining a 'fair and reasonable wage', Higgins (without explicit acknowledgement) employed Pope Leo XIII's Rerum novarum of 1891, an open letter to all the bishops that addressed the condition of the working classes. Higgins ruled that remuneration ""must be enough to support the wage earner in reasonable and frugal comfort."" A 'fair and reasonable' minimum wage for unskilled workers of 7/- (7 shillings), which is around 70 cents, or 42/- per week. Later surveys showed that this minimum was adequate to provide subsistence.Higgins's judgment read as follows:
One finds that the Legislation has not indicated what is meant by 'fair and reasonable,' what is the model or criterion by which fairness and reasonableness are to be determined. It is to be regretted that the Legislature has not given a definition of the words. It is the function of the Legislature, not of the Judiciary, to deal with social and economic problems; it is for the Judiciary to apply, and, when necessary, interpret the enactments of the Legislature. But here this whole controversial problem, with its grave social and economic bearings, has been committed to a judge, who is not, at least directly, responsible, and who ought not to be responsible to public opinion. even if the delegation of duties should be successful in this case, it by no means follows that it will be so hereafter. I do not protest against the difficulty of the problem, but against the confusion of functions and against the failure to define, the shunting of legislative responsibility. It would be almost as reasonable to tell a Court to do what is 'right' with regard to real estate, and yet lay down no laws or principles for its guidance. In the course of the long discussion of this case, I have been convinced that the President of this Court is put in a false position. The strength of the Judiciary in the public confidence is largely owing to the fact that the judge has not to devise great principles of action as between great classes, or to lay down what is fair and reasonable between contending interests in the community; but has to carry out mandates of the Legislature evolved out of the conflict of public opinion after debate in Parliament. I venture to think that it will not be found wise to bring the judicial department within the range of political fire....
The provision for 'fair and reasonable' remuneration is obviously designed for the benefit of the employees in the industry; and it must be meant to secure to them something which they cannot get by the ordinary system of individual bargaining with employers....

The standard of 'fair and reasonable' must therefore be something else, and I cannot think of any other standard appropriate than the normal needs of an average employee, regarded as a human being in a civilised community. If, instead of individual bargaining, one can conceive of a collective agreement – an agreement between all the employers in a given trade on the one side, and all the employees on the other – it seems to me that the framers of the agreement would have to take as the first and dominant factor the cost of living as a civilised being. If A lets B have the use of his horses on the terms that he gives them fair and reasonable treatment, I have no doubt that it is B's duty to give them proper food and water, and such shelter and rest as they need; and, as wages are the means of obtaining commodities, surely the State in stipulating for fair and reasonable remuneration for the employees means that the wages shall be sufficient to provide these things, and clothing and a condition of frugal comfort estimated by current human standards.
Higgins also said the following.

I regard the applicant's undertaking as a marvel of enterprise, energy and pluck… he is allowed – if my view of the Act is correct – to make any profits that he can and they are not subject to investigation. But when he chooses, in the course of his economies, to economise at the expense of human life, when his economy involves the withholding from his employees of reasonable remuneration, or reasonable conditions of human existence, then, as I understand the Act, Parliament insists on the payment of the Excise duty.
Higgins J thought the probable effect of the decision would be that McKay must elect between paying wages according to the standard he set or paying the excise duties. McKay did neither and both McKay and another manufacturer of agricultural machinery in Melbourne, William Barger, were prosecuted by the Commonwealth for failing to pay the excise. The defences of Barger and McKay included an objection that the Excise Act 1906 was invalid. That objection was referred to the Full Court of the High Court for hearing. While this is sometimes referred to as an appeal, this was not a direct challenge to the Harvester judgement and Higgins sat as one of the five judges in the High Court.",1055
6151,Irrigation management,Water User Associations (WUAs),"From 1980 programs were developed to transfer the operation and maintenance tasks from the government to water user associations (WUAs) that show some resemblance to water boards in the Netherlands, with the difference that it concerns irrigation rather than drainage and flood control. 
An effective development occurred in Mexico, where in 1990 a program of WUAs was initiated with tradable water rights. By 1998 some 400 WUAs were in operation commanding on average 7600 ha per WUA. They were able to recover more than 90% of the tariffs, mainly because they had to be paid in advance. Government subsidies to the water distribution and maintenance reduced to only 6%   See also Irrigation in Mexico#Legal and institutional framework. Similar efforts were made in Peru, see Irrigation in Peru#Legal and institutional framework, but the progress is not yet at the level of that in Mexico.",185
6152,Effects of climate change on agriculture,North America,"Droughts are becoming more frequent and intense in arid and semiarid western North America as temperatures have been rising, advancing the timing and magnitude of spring snow melt floods and reducing river flow volume in summer. Direct effects of climate change include increased heat and water stress, altered crop phenology, and disrupted symbiotic interactions. These effects may be exacerbated by climate changes in river flow, and the combined effects are likely to reduce the abundance of native trees in favour of non-native herbaceous and drought-tolerant competitors, reduce the habitat quality for many native animals, and slow litter decomposition and nutrient cycling. Climate change effects on human water demand and irrigation may intensify these effects.",142
6153,Driverless tractor,Full autonomy,"Currently, the majority of fully autonomous tractors navigate using lasers that bounce signals off several mobile transponders located around the field. These lasers are accompanied with 150 MHz radios to deal with line-of-sight issues. Instead of drivers, the tractors have controllers. Controllers are people that supervise the tractors without being inside them. These controllers can supervise multiple tractors on multiple fields from one location.

Another fully autonomous tractor technology involves using the native electrical (or CAN bus) system of the tractor or farm equipment to send commands. Using GPS positioning and radio feedback, automation software manages the vehicle's path and controls farming implements. A retrofit radio receiver and on-board computer are generally used to receive commands from the remote command station and translate it into vehicle commands such as steering, acceleration, braking, transmission, and implement control. Sensor technologies such as lidar improve safety by detecting and reacting to unforeseen obstacles.
At the 2022 Consumer Electronics Show, tractor manufacturer, John Deere announced the development of the first autonomous tractor designed to operate without a driver in the cab.  The equipment will be added to the 8R 410 tractor and will include a total of 12 stereo cameras and an Nvidia GPU that can be controlled from a smartphone.",257
6154,Goodyear Tire and Rubber Company,Summary,"The Goodyear Tire & Rubber Company is an American multinational tire manufacturing company founded in 1898 by Frank Seiberling and based in Akron, Ohio. Goodyear manufactures tires for passenger vehicles, aviation, commercial trucks, military and police  vehicles, motorcycles, RVs, race cars, and heavy off-road machinery. It also makes bicycle tires, having returned from a break in production between 1976 and 2015. As of 2017, Goodyear is one of the top five tire manufacturers along with Bridgestone (Japan), Michelin (France), Continental (Germany) and MRF (India).The company was named after American Charles Goodyear (1800–1860), inventor of vulcanized rubber. The first Goodyear tires became popular because they were easily detachable and required little maintenance.Though Goodyear had been manufacturing airships and balloons since the early 1900s, the first Goodyear advertising blimp flew in 1925. Today, it is one of the most recognizable advertising icons in America. The company is  the sole tire supplier for NASCAR series and the most successful tire supplier in Formula One history, with more starts, wins, and constructors' championships than any other tire supplier. They pulled out of the sport after the 1998 season.
Goodyear was the first global tire manufacturer to enter China when it invested in a tire manufacturing plant in Dalian in 1994.
Goodyear was a component of the Dow Jones Industrial Average between 1930 and 1999. The company opened a new global headquarters building in Akron in 2013.",309
