,title,heading,content,tokens
2651,Plant breeding,Nutritional value,"Modern plant breeding, whether classical or through genetic engineering, comes with issues of concern, particularly with regard to food crops. The question of whether breeding can have a negative effect on nutritional value is central in this respect. Although relatively little direct research in this area has been done, there are scientific indications that, by favoring certain aspects of a plant's development, other aspects may be retarded. A study published in the Journal of the American College of Nutrition in 2004, entitled Changes in USDA Food Composition Data for 43 Garden Crops, 1950 to 1999, compared nutritional analysis of vegetables done in 1950 and in 1999, and found substantial decreases in six of 13 nutrients measured, including 6% of protein and 38% of riboflavin. Reductions in calcium, phosphorus, iron and ascorbic acid were also found. The study, conducted at the Biochemical Institute, University of Texas at Austin, concluded in summary: ""We suggest that any real declines are generally most easily explained by changes in cultivated varieties between 1950 and 1999, in which there may be trade-offs between yield and nutrient content.""Plant breeding can contribute to global food security as it is a cost-effective tool for increasing nutritional value of forage and crops. Improvements in nutritional value for forage crops from the use of analytical chemistry and rumen fermentation technology have been recorded since 1960; this science and technology gave breeders the ability to screen thousands of samples within a small amount of time, meaning breeders could identify a high performing hybrid quicker. The genetic improvement was mainly in vitro dry matter digestibility (IVDMD) resulting in 0.7-2.5% increase, at just 1% increase in IVDMD a single Bos Taurus also known as beef cattle reported 3.2% increase in daily gains. This improvement indicates plant breeding is an essential tool in gearing future agriculture to perform at a more advanced level.",386
2652,International Treaty on Plant Genetic Resources for Food and Agriculture,Multilateral system,"The treaty has implemented a Multilateral System (MLS) of access and benefit sharing, among those countries that ratify the treaty, for a list of 64 of some of the most important food and forage crops essential for food security and interdependence. The genera and species are listed in Annex 1 to the treaty.
The treaty was negotiated by the Food and Agriculture Organization of the United Nations (FAO) Commission on Genetic Resources for Food and Agriculture (CGRFA) and since 2006 has its own Governing Body under the aegis of the FAO.  The Governing Body is the highest organ of the Treaty as established in Article 19. Composed of representatives of all Contracting Parties, its basic function is to promote the full implementation of the Treaty, including the provision of policy guidance on the implementation of the Treaty. The Governing Body elects its Chairperson and Vice-Chairpersons, in conformity with its Rules of Procedure. They are collectively referred to as ""the Bureau"".
Some believe the treaty could be an example of responsible global governance for ensuring that plant genetic resources essential for present and future food security can be kept accessible to all farmers and in the public domain. Chapter 7 of the Second Report on the State of the World's Plant Genetic Resources for Food and Agriculture (SoWPGR-2) entitled ""Access to Plant Genetic Resources, the sharing of benefits arising out of their utilization and the realization of Farmers' Rights"" is mainly dedicated to the International Treaty.",308
2653,Iron in biology,Translational control of cellular iron,"Although some control exists at the transcriptional level, the regulation of cellular iron levels is ultimately controlled at the translational level by iron-responsive element-binding proteins IRP1 and especially IRP2. When iron levels are low, these proteins are able to bind to iron-responsive elements (IREs). IREs are stem loop structures in the untranslated regions (UTRs) of mRNA.Both ferritin and ferroportin contain an IRE in their 5' UTRs, so that under iron deficiency their translation is repressed by IRP2, preventing the unnecessary synthesis of storage protein and the detrimental export of iron. In contrast, TFR1 and some DMT1 variants contain 3' UTR IREs, which bind IRP2 under iron deficiency, stabilizing the mRNA, which guarantees the synthesis of iron importers.",182
2654,Assisted GNSS,Standards,"A-GPS protocols are part of Positioning Protocol defined by two different standardization bodies, 3GPP and Open Mobile Alliance (OMA).

Control Plane Protocol
Defined by the 3GPP for various generations of mobile phone systems. These protocols are defined for circuit switched networks. The following positioning protocols have been defined.
RRLP – 3GPP defined RRLP (Radio Resource Location Protocol) to support positioning protocol on GSM networks.
TIA 801 – CDMA2000 family defined this protocol for CDMA 2000 networks.
RRC position protocol – 3GPP defined this protocol as part of the RRC standard for UMTS network.
LPP – 3GPP defined LPP or LTE positioning protocol for LTE networks.User Plane Protocol
Defined by the OMA to support positioning protocols in packet switched networks. Three generations of Secure User Plane Location (SUPL) protocol have been defined, from version 1.0 to 3.0.",204
2655,Digitalis cariensis,Taxonomy,"A certain Chr. Pinard travelled twice to the region of Caria in the Ottoman Empire, in 1842 and again in 1843, collecting plant specimens which he sent to Swiss botanist Alphonse de Candolle, who duly passed them on to the greatest expert of the flora of the Near and Middle East at the time, the also Swiss botanist Pierre Edmond Boissier. As such Pinard collected the first scientific samples of the species Digitalis cariensis, as Boissier provisionally named it, in this region. Pinard sent a number of duplicates (especially in 1843), which could then be used to trade with other botanists to complete the knowledge of the region. Thus a herbarium specimen found its way to the celebrated British taxonomist George Bentham, whom had undertaken to write the chapter on the Scrophulariaceae, published 1846, in which the genus Digitalis has been placed at the time, in the Prodromus systematis naturalis regni vegetabilis, an attempt to describe all of the plants of the world begun by de Candolle's father. Boissier had not yet described the species, and Bentham was thus the first to publish the name D. cariensis, attributing the authorship to Boissier, and writing that the name was in litteris, meaning 'in unpublished correspondence'. He was, however, unconvinced that D. cariensis was a distinct species, and synonymised it with D. orientalis, and as such did not provide a description of the taxon. Thus Bentham's publication violates articles 34.1.a, 34.1.c and 36.1 of the International Code of Botanical Nomenclature.Digitalis cariensis was again published as a synonym of D. orientalis by the Frenchmen Hippolyte François Jaubert and Édouard Spach in their 1853 fifth volume of the Illustrationes Plantarum Orientalium, but unlike Bentham, they included a description of the taxon, this is thus the first valid publication of the name.Digitalis orientalis, however, was a confused mess. It had first been described by the French biologist Jean-Baptiste Lamarck, but had also been used by the British botanist Philip Miller for another species. By the time of Jaubert and Spach four different species had become lumped together under this name -it was only in 1955 that the Russian botanist Lyudmila Ivanovna Ivanina finally teased apart the confusion.",541
2656,Slash-and-burn,Technique,"Slash-and-burn fields are typically used and owned by a family until the soil is exhausted. At this point the ownership rights are abandoned, the family clears a new field, and trees and shrubs are permitted to grow on the former field. After a few decades, another family or clan may then use the land and claim usufructuary rights. In such a system there is typically no market in farmland, so land is not bought or sold on the open market and land rights are traditional.In slash-and-burn agriculture, forests are typically cut months before a dry season. The ""slash"" is permitted to dry and then burned in the following dry season. The resulting ash fertilizes the soil and the burned field is then planted at the beginning of the next rainy season with crops such as rice, maize, cassava, or other staples. This work was once done using simple tools such as machetes, axes, hoes and shovels.",200
2657,Ecuador maize varieties,Summary,"The varieties of Ecuadorian maize are the repository of a rich farming and cooking tradition.
Maize is cropped almost everywhere in Ecuador, with the exception of the Altiplano, the cold desert highlands 3000 meters above sea level. Maize production is concentrated in the provinces of Loja, Azuay, and Pichincha, and to a lesser extent Bolívar, Chimborazo, Tungurahua, and Imbabura, provinces located in the mountains. Maize is also found in the coastal provinces, Manabí, Esmeraldas, and Guayas, as well as Pastaza, part of the Ecuadorian Amazon.",140
2658,Tomato,Etymology,"The word tomato comes from the Spanish tomate, which in turn comes from the Nahuatl word tomatl [ˈtomat͡ɬ] pronunciation , meaning 'swelling fruit'; also 'fat water' or 'fat thing'. The native Mexican tomatillo is tomate. When Aztecs started to cultivate the fruit to be larger, sweeter and red, they called the new variety xitomatl (or jitomates) (pronounced [ʃiːˈtomatɬ]), ('plump with navel' or 'fat water with navel'). The specific name lycopersicum (from the 1753 book Species Plantarum) is of Greek origin (λύκοπερσικων, lykopersikon), meaning 'wolf peach'.",173
2659,Herbicide,Farming practices and resistance: a case study,"Herbicide resistance became a critical problem in Australian agriculture, after many Australian sheep farmers began to exclusively grow wheat in their pastures in the 1970s. Introduced varieties of ryegrass, while good for grazing sheep, compete intensely with wheat. Ryegrasses produce so many seeds that, if left unchecked, they can completely choke a field. Herbicides provided excellent control, while reducing soil disrupting because of less need to plough. Within little more than a decade, ryegrass and other weeds began to develop resistance. In response Australian farmers changed methods. By 1983, patches of ryegrass had become immune to Hoegrass, a family of herbicides that inhibit an enzyme called acetyl coenzyme A carboxylase.Ryegrass populations were large, and had substantial genetic diversity, because farmers had planted many varieties. Ryegrass is cross-pollinated by wind, so genes shuffle frequently. To control its distribution farmers sprayed inexpensive Hoegrass, creating selection pressure. In addition, farmers sometimes diluted the herbicide in order to save money, which allowed some plants to survive application. When resistance appeared farmers turned to a group of herbicides that block acetolactate synthase. Once again, ryegrass in Australia evolved a kind of ""cross-resistance"" that allowed it to rapidly break down a variety of herbicides. Four classes of herbicides become ineffective within a few years. In 2013 only two herbicide classes, called Photosystem II and long-chain fatty acid inhibitors, were effective against ryegrass.",338
2660,Extensive farming,Geography,"Extensive farming is found in the mid-latitude sections of most continents, as well as in desert regions where water for cropping is not available. The nature of extensive farming means it requires less rainfall than intensive farming. The farm is usually large in comparison with the numbers working and money spent on it. In 1957, most parts of Western Australia had pastures so poor that only one sheep to the square mile could be supported Just as the demand has led to the basic division of cropping and pastoral activities, these areas can also be subdivided depending on the region's rainfall, vegetation type and agricultural activity within the area and the many other parentheses related to this data.",138
2661,Livestock dehorning,Summary,"Dehorning is the process of removing the horns of livestock. Cattle, sheep, and goats are sometimes dehorned for economic and safety reasons.  Disbudding is a different process with similar results; it cauterizes and thus destroys horn buds before they have grown into horns. Disbudding is commonly performed early in an animal's life, as are other procedures such as docking and castration. In some cases, it can be unnecessary.
Many breeds of cattle and sheep are naturally hornless. The polled gene can occur naturally in particular breeds or easily manipulated during breeding to lack horns, therefore do not need to be dehorned or disbudded. Although polling is common among cattle and sheep, a variety of livestock species cannot easily be bred to lack horns naturally.  In one case, the poll gene in goats was linked to hermaphrodism in a single study several decades ago, although fertile polled goats have been bred.Horns are removed because they can pose a risk to humans, other animals and to the bearers of the horns themselves (horns are sometimes caught in fences or prevent feeding). Dehorning is only recommended with local anesthesia and sedation by a veterinarian or a trained professional, although a 2011 study showed that only 10% of dairy farmers follow guidelines. Removal of larger horns is usually performed during spring and autumn to avoid fly season. In very large horns, ""tipping"" (removal of the tip of the horn) may be recommended to minimize bleeding. Dehorning is not routinely performed, since it is a difficult and painful process for the animal. Instead, most breeders disbud their animals while young, when the process is quick and easy.  Dehorning is controversial because of the pain it causes.",365
2662,The Color of Pomegranates,Overview,"The Color of Pomegranates is a biography of the Armenian ashug Sayat-Nova (King of Song) that attempts to reveal the poet's life visually and poetically rather than literally. The film is presented with little dialogue using active tableaux which depict the poet's life in chapters: Childhood, Youth, Prince's Court (where he falls in love with a tsarina), The Monastery, The Dream, Old Age, The Angel of Death and Death. There are sounds and music and occasional singing but dialogue is rare. Each chapter is indicated by a title card and framed through both Sergei Parajanov's imagination and Sayat Nova's poems. Actress Sofiko Chiaureli notably plays six roles in the film, both male and female. According to Frank Williams, Parajanov's film celebrates the survival of Armenian culture in face of oppression and persecution, ""There are specific images that are highly charged—blood-red juice spilling from a cut pomegranate into a cloth and forming a stain in the shape of the boundaries of the ancient Kingdom of Armenia; dyers lifting hanks of wool out of vats in the colours of the national flag, and so on"".Parajanov, the director, said his inspiration was ""the Armenian illuminated miniature,"" and that he ""wanted to create that inner dynamic that comes from inside the picture, the forms and the dramaturgy of colour."" He also described this film as a series of Persian miniatures.His close friend Mikhail Vartanov has maintained that Parajanov's misunderstood cinematic language is ""simple and only appears to be complex"", and he partly demystified it in Parajanov: The Last Spring.Some Russian versions of The Color of Pomegranates have Special Edition features. The Memories of Sayat Nova, by Levon Grigoryan, is a 30-minute synopsis that explains what is happening in the tableaux and in each chapter of the poet's life. G. Smalley asserts that every carefully composed image in The Color of Pomegranates is coded to a meaning, but the key to interpreting them is missing. He agrees with Parajanov that ""If someone sat down to watch The Color of Pomegranates with no background, they would have no idea what they were seeing."" The making of the film and its different versions are explored in the other special features: ""Introduction"" by writer and filmmaker Daniel Bird; The World Is A Window: Making The Colour of Pomegranates—a new documentary by Daniel Bird; and ""Commentary"" by Levon Abrahamyan, moderated by Daniel Bird.",546
2663,Soil microbiology,Biochemical processes,"One of the most distinguished features of bacteria is their biochemical versatility. A bacterial genus called Pseudomonas can metabolize a wide range of chemicals and fertilizers. In contrast, another genus known as Nitrobacter can only derive its energy by turning nitrite into nitrate, which is also known as oxidation. The genus Clostridium is an example of bacterial versatility because it, unlike most species, can grow in the absence of oxygen, respiring anaerobically. Several species of Pseudomonas, such as Pseudomonas aeruginosa are able to respire both aerobically and anaerobically, using nitrate as the terminal electron acceptor.",143
2664,Magnesium deficiency,Medications,"Loop and thiazide diuretic use (the most common cause of hypomagnesemia)
Antibiotics (i.e. aminoglycoside, amphotericin, pentamidine, gentamicin, tobramycin, viomycin) block resorption in the loop of Henle. 30% of patients using these antibiotics have hypomagnesemia.
Long term, high dosage use of proton-pump inhibitors such as omeprazole
Other drugs
Digitalis, displaces magnesium into the cell. Digitalis causes an increased intracellular concentration of sodium, which in turn increases intracellular calcium by passively increasing the action of the sodium-calcium exchanger in the sarcolemma. The increased intracellular calcium gives a positive inotropic effect.
Adrenergics, displace magnesium into the cell
Cisplatin, stimulates kidney excretion
Ciclosporin, stimulates kidney excretion
Mycophenolate mofetil",214
2665,History of tobacco,Summary,"Tobacco was long used in the early Americas. The arrival of Spain introduced tobacco to the Europeans, and it became a lucrative, heavily traded commodity to support the popular habit of smoking. Following the Industrial Revolution, cigarettes became hugely popular worldwide. In the mid-20th century, medical research demonstrated severe negative health effects of tobacco smoking including lung and throat cancer, which led to a sharp decline in tobacco use.",87
2666,Enzyme,Evolution,"Similar to any other protein, enzymes change over time through mutations and sequence divergence. Given their central role in metabolism, enzyme evolution plays a critical role in adaptation. A key question is therefore whether and how enzymes can change their enzymatic activities alongside. It is generally accepted that many new enzyme activities have evolved through gene duplication and mutation of the duplicate copies although evolution can also happen without duplication. One example of an enzyme that has changed its activity is the ancestor of methionyl aminopeptidase (MAP) and creatine amidinohydrolase (creatinase) which are clearly homologous but catalyze very different reactions (MAP removes the amino-terminal methionine in new proteins while creatinase hydrolyses creatine to sarcosine and urea). In addition, MAP is metal-ion dependent while creatinase is not, hence this property was also lost over time. Small changes of enzymatic activity are extremely common among enzymes. In particular, substrate binding specificity (see above) can easily and quickly change with single amino acid changes in their substrate binding pockets. This is frequently seen in the main enzyme classes such as kinases.Artificial (in vitro) evolution is now commonly used to modify enzyme activity or specificity for industrial applications (see below).",263
2667,Combined oral contraceptive pill,"Increased risk of breast, cervical, and liver cancers","A report by a 2005 International Agency for Research on Cancer (IARC) working group found that COCs increase the risk of cancers of the breast, cervix and liver). A systematic review in 2010 did not support an increased overall cancer risk in users of combined oral contraceptive pills, but did find a slight increase in breast cancer risk among current users, which disappears 5–10 years after use has stopped; the study also found an increased risk of cervical and liver cancers. A 2013 meta-analysis concluded that every use of birth control pills is associated with a modest increase in the risk of breast cancer (relative risk 1.08) and a reduced risk of colorectal cancer (relative risk 0.86) and endometrial cancer (relative risk 0.57). Cervical cancer risk in those infected with HPV is increased. A similar small increase in breast cancer risk was observed in other meta analyses. A study of 1.8 million Danish women of reproductive age followed for 11 years found that the risk of breast cancer was 20% higher among those who currently or recently used hormonal contraceptives than among women who had never used hormonal contraceptives. This risk increased with duration of use, with a 38% increase in risk after more than 10 years of use.",264
2668,Soil contamination,Causes,"Soil pollution can be caused by the following (non-exhaustive list) :

Microplastics
Oil spills
Mining and activities by other heavy industries
Accidental spills may happen during activities, etc.
Corrosion of underground storage tanks (including piping used to transmit the contents)
Acid rain
Intensive farming
Agrochemicals, such as pesticides, herbicides and fertilizers
Petrochemicals
Industrial accidents
Road debris
Construction activities
Exterior lead-based paints
Drainage of contaminated surface water into the soil
Ammunitions, chemical agents, and other agents of war
Waste disposal
Oil and fuel dumping
Nuclear wastes
Direct discharge of industrial wastes to the soil
Discharge of sewage
Landfill and illegal dumping
Coal ash
Electronic waste
Contaminated by rocks containing large amounts of toxic elements.
Contaminated by Pb due to vehicle exhaust, Cd, and Zn caused by tire wear.
Contamination by strengthening air pollutants by incineration of fossil raw materials.The most common chemicals involved are petroleum hydrocarbons, solvents, pesticides, lead, and other heavy metals.
Any activity that leads to other forms of soil degradation (erosion, compaction, etc.) may indirectly worsen the contamination effects in that soil remediation becomes more tedious.

Historical deposition of coal ash used for residential, commercial, and industrial heating, as well as for industrial processes such as ore smelting, were a common source of contamination in areas that were industrialized before about 1960. Coal naturally concentrates lead and zinc during its formation, as well as other heavy metals to a lesser degree. When the coal is burned, most of these metals become concentrated in the ash (the principal exception being mercury). Coal ash and slag may contain sufficient lead to qualify as a ""characteristic hazardous waste"", defined in the US as containing more than 5 mg/L of extractable lead using the TCLP procedure. In addition to lead, coal ash typically contains variable but significant concentrations of polynuclear aromatic hydrocarbons (PAHs; e.g., benzo(a)anthracene, benzo(b)fluoranthene, benzo(k)fluoranthene, benzo(a)pyrene, indeno(cd)pyrene, phenanthrene, anthracene, and others). These PAHs are known human carcinogens and the acceptable concentrations of them in soil are typically around 1 mg/kg. Coal ash and slag can be recognised by the presence of off-white grains in soil, gray heterogeneous soil, or (coal slag) bubbly, vesicular pebble-sized grains.
Treated sewage sludge, known in the industry as biosolids, has become controversial as a ""fertilizer"". As it is the byproduct of sewage treatment, it generally contains more contaminants such as organisms, pesticides, and heavy metals than other soil.In the European Union, the Urban Waste Water Treatment Directive allows sewage sludge to be sprayed onto land. The volume is expected to double to 185,000 tons of dry solids in 2005. This has good agricultural properties due to the high nitrogen and phosphate content. In 1990/1991, 13% wet weight was sprayed onto 0.13% of the land; however, this is expected to rise 15 fold by 2005.  Advocates say there is a need to control this so that pathogenic microorganisms do not get into water courses and to ensure that there is no accumulation of heavy metals in the top soil.",752
2669,Harvest (wine),Ripeness,"Throughout the history of wine, winemakers would use the sugar and acid levels of the grape as a guide in determining ripeness. Early winemakers tasted the grapes to gauge ripeness. Modern winemakers use a refractometer to measure high  sugar levels and °Brix or titration tests (using an indicator such as phenolphthalein) to determine the titratable acidity within the grape.
In recent times there has been more of an emphasis on the ""physiological"" ripeness of the grape, usually in the form of tannins and other phenolics. Currently, tasting is the only way to measure tannin ripeness, which can take experience and skill to do accurately. Viticulturalists have not yet fully explained the complex processes that go into the ripening of tannins but most believe it begins with the polymerization of small astringent tannins into larger molecules which are perceived by the taste buds as being softer.",202
2670,High-valent iron,Fe(IV)O,"Several syntheses of oxoiron(IV) species have been reported. These compounds model biological complexes such as cytochrome P450, NO synthase, and isopenicillin N synthase. Two such reported compounds are thiolate-ligated oxoiron(IV) and cyclam-acetate oxoiron(IV).
Thiolate-ligated oxoiron(IV) is formed by the oxidation of a precursor, [FeII(TMCS)](PF6) (TMCS = 1-mercaptoethyl-4,8,11-trimethyl-1,4,8,11-tetraza cyclotetradecane), and 3-5 equivalents of H2O2 at -60 ˚C in methanol. The iron(IV) compound is deep blue in color and shows intense absorption features at 460 nm, 570 nm, 850 nm, and 1050 nm. This species FeIV(=O)(TMCS)+ is stable at -60 ˚C, but decomposition is reported as temperature increases. Compound 2 was identified by Mössbauer spectroscopy, high resolution electrospray ionization mass spectrometry (ESI-MS), X-ray absorption spectroscopy, extended X-ray absorption fine structure (EXAFS), ultraviolet–visible spectroscopy (UV-vis), Fourier-transform infrared spectroscopy (FT-IR), and results were compared to density functional theory (DFT) calculations.

Tetramethylcyclam oxoiron(IV) is formed by the reaction of FeII(TMC)(OTf)2, TMC = 1,4,8,11-tetramethyl-1,4,8,11-tetraazacyclotetradecane; OTf = CF3SO3, with iodosylbenzene (PhIO) in CH3CN at -40 ˚C. A second method for formation of cyclam oxoiron(IV) is reported as the reaction of FeII(TMC)(OTf)2 with 3 equivalents of H2O2 for 3 hours. This species is pale green in color and has an absorption maximum at 820 nm. It is reported to be stable for at least 1 month at -40 ˚C. It has been characterized by Mössbauer spectroscopy, ESI-MS, EXAFS, UV-vis, Raman spectroscopy, and FT-IR.High-valent iron bispidine complexes can oxidize cyclohexane to cyclohexanol and cyclohexanone in 35% yield with an alcohol to ketone ratio up to 4.",574
2671,Pesticide toxicity to bees,Summary,"Pesticides vary in their effects on bees. Contact pesticides are usually sprayed on plants and can kill bees when they crawl over sprayed surfaces of plants or other areas around it. Systemic pesticides, on the other hand, are usually incorporated into the soil or onto seeds and move up into the stem, leaves, nectar, and pollen of plants.Of contact pesticides, dust and wettable powder pesticides tend to be more hazardous to bees than solutions or emulsifiable concentrates. When a bee comes in contact with pesticides while foraging, the bee may die immediately without returning to the hive. In this case, the queen bee, brood, and nurse bees are not contaminated and the colony survives. Alternatively, the bee may come into contact with an insecticide and transport it back to the colony in contaminated pollen or nectar or on its body, potentially causing widespread colony death.Actual damage to bee populations is a function of toxicity and exposure of the compound, in combination with the mode of application. A systemic pesticide, which is incorporated into the soil or coated on seeds, may kill soil-dwelling insects, such as grubs or mole crickets as well as other insects, including bees, that are exposed to the leaves, fruits, pollen, and nectar of the treated plants.Pesticides, especially neonicotinoids, have been investigated in relation to Colony Collapse Disorder. Potentially toxic effects studied in the laboratory have often been followed by field studies that fail to show effects on actual bee populations. Despite gaps in the scientific evidence, regulators have restricted the use of neonicotinoids in Europe and elsewhere largely on the basis of concerns for bee health.",343
2672,Crop rotation,Four-field rotations,"Farmers in the region of Waasland (in present-day northern Belgium) pioneered a four-field rotation in the early 16th century, and the British agriculturist Charles Townshend (1674–1738) popularised this system in the 18th century. The sequence of four crops (wheat, turnips, barley and clover), included a fodder crop and a grazing crop, allowing livestock to be bred year-round. The four-field crop rotation became a key development in the British Agricultural Revolution. The rotation between arable and ley is sometimes called ley farming.",127
2673,Wheat allergy,Neuropathies,"Migraines. In the late 1970s it was reported that people with migraines had reactions to food allergens, like RA, the most common reaction was to wheat (78%), orange, eggs, tea, coffee, chocolate, milk, beef, corn, cane sugar, and yeast. When 10 foods causing the most reactions were removed migraines fell precipitously, hypertension declined. Some specific instances are attributed to wheat.Autism. Parents of children with autism often ascribe the children's gastrointestinal symptoms to allergies to wheat and other foods. The published data on this approach are sparse, with the only double-blind study reporting negative results.",136
2674,Canadian Census of Agriculture,Overview,"As mandated by the Statistics Act, Statistics Canada carries out a Census of Agriculture every five years. For this purpose, Statistics Canada surveys every agricultural operation and agricultural operator in Canada to construct a detailed, local understanding of demographics, commodities, operation structure, technology spread, and other notable aspects of agricultural data.
Like the United States Census of Agriculture, farm operators are obligated to respond to the census. Unlike the Census of Agriculture, there is no minimum amount of agricultural operation income produced and sold for an agricultural operation to be considered.The Census of Agriculture is conducted concurrently with the larger Census of Population. Doing so allows for savings within the administrative costs, as well as for a direct linkage with the socio-demographic results present in the Census of Population, which is used to further inform the results of the Census of Agriculture. This linkage has been running since 1971.The latest Census of Agriculture in Canada was conducted in May 2016.",188
2675,M4 Tractor,Surviving vehicles,"Robert Gill Collection militarymuseum.at, Vienna, Austria
Armed Forces Military Museum, Largo, Florida.2 pieces in the Robert Gill Collection militarymuseum.at, Vienna Austria
Fort Sill Museum, Oklahoma.
Gunfire Museum, Brasschaat, Belgium.
National Military Museum in Soesterberg, The Netherlands.
Batey ha-Osef Museum, Tel Aviv, Israel.
Heartland Museum of Military Vehicles in Lexington, Nebraska.
Marshall Museum in Lexington, Virginia.
private collection in Colorado.
private collection in Gettysburg, Pennsylvania.
private collection in Grand Prairie, Texas.
private collection in Leicestershire, UK.
Royal Dutch Army historical collection Maaldrift, The Netherlands.
private collection in Molsheim, France.
private collection in O'Neill, Nebraska.
private collection in Orlando, Florida.
private collection in Troyes, France.
private collection in The National Military Vehicle Museum, South Australia
private collection in Sydney Australia as of April 2022",217
2676,Total organic carbon,High temperature combustion,"Prepared samples are combusted at 1,200 °C in an oxygen-rich atmosphere. All carbon present converts to carbon dioxide, flows through scrubber tubes to remove interferences such as chlorine gas, and water vapor, and the carbon dioxide is measured either by absorption into a strong base then weighed, or using an infrared detector. Most modern analyzers use non-dispersive infrared (NDIR) for detection of the carbon dioxide. Compared to the conventional high temperature catalytic oxidation, the great benefit of the combustion-method is the high oxidation power, so that oxidation-promoting catalysts are superfluous.",130
2677,Food and Agriculture Organization,Alliance Against Hunger and Malnutrition,"The Alliance Against Hunger and Malnutrition (AAHM) aims to address how countries and organizations can be more effective in advocating and carrying out actions to address hunger and malnutrition. As a global partnership, AAHM creates global connections between local, regional, national and international institutions that share the goals of fighting hunger and malnutrition. The organization works to address food security by enhancing resources and knowledge sharing and strengthening hunger activities within countries and across state lines at the regional and international levels.
Following the World Food Summit, the Alliance was initially created in 2002 as the 'International Alliance Against Hunger (IAAH)' to strengthen and coordinate national efforts in the fight against hunger and malnutrition. The mission of the Alliance originates from the first and eighth UN Millennium Development Goals; reducing the number of people that suffer from hunger in half by 2015 (preceded by the ""Rome Declaration"" in 1996) and developing a global partnership for development. The Alliance was founded by the Rome-based food agencies – the Food and Agriculture Organization of the United Nations (FAO), UN World Food Programme (WFP), International Fund for Agricultural Development (IFAD), – and Bioversity International.AAHM connects top-down and bottom-up anti-hunger development initiatives, linking governments, UN organizations, and NGOs together in order to increase effectiveness through unity.",273
2678,Crop tolerance to seawater,Barley,"After selecting the most salt tolerant strains, the University of California at Davis has grown barley irrigated with pure seawater and obtained half the normal yield per acre, i.e. half of the average yield per acre at national level. The experiment was conducted at Bodega Bay, North of San Francisco, in a laboratory on the Pacific Ocean.",73
2679,Apple,History,"Malus sieversii is recognized as a major progenitor species to the cultivated apple, and is morphologically similar. Due to the genetic variability in Central Asia, this region is generally considered the center of origin for apples. The apple is thought to have been domesticated 4000–10000 years ago in the Tian Shan mountains, and then to have travelled along the Silk Road to Europe, with hybridization and introgression of wild crabapples from Siberia (M. baccata), the Caucasus (M. orientalis), and Europe (M. sylvestris). Only the M. sieversii trees growing on the western side of the Tian Shan mountains contributed genetically to the domesticated apple, not the isolated population on the eastern side.Chinese soft apples, such as M. asiatica and M. prunifolia, have been cultivated as dessert apples for more than 2000 years in China. These are thought to be hybrids between M. baccata and M. sieversii in Kazakhstan.Among the traits selected for by human growers are size, fruit acidity, color, firmness, and soluble sugar. Unusually for domesticated fruits, the wild M. sieversii origin is only slightly smaller than the modern domesticated apple.At the Sammardenchia-Cueis site near Udine in Northeastern Italy, seeds from some form of apples have been found in material carbon dated to around 4000 BCE. Genetic analysis has not yet been successfully used to determine whether such ancient apples were wild Malus sylvestris or Malus domesticus containing Malus sieversii ancestry. It is generally also hard to distinguish in the archeological record between foraged wild apples and apple plantations.
There is indirect evidence of apple cultivation in the third millennium BCE in the Middle East. There was substantial apple production in the European classical antiquity, and grafting was certainly known then. Grafting is an essential part of modern domesticated apple production, to be able to propagate the best cultivars; it is unclear when apple tree grafting was invented.Winter apples, picked in late autumn and stored just above freezing, have been an important food in Asia and Europe for millennia.
Of the many Old World plants that the Spanish introduced to Chiloé Archipelago in the 16th century, apple trees became particularly well adapted. Apples were introduced to North America by colonists in the 17th century, and the first apple orchard on the North American continent was planted in Boston by Reverend William Blaxton in 1625. The only apples native to North America are crab apples, which were once called ""common apples"".Apple cultivars brought as seed from Europe were spread along Native American trade routes, as well as being cultivated on colonial farms. An 1845 United States apples nursery catalogue sold 350 of the ""best"" cultivars, showing the proliferation of new North American cultivars by the early 19th century. In the 20th century, irrigation projects in Eastern Washington began and allowed the development of the multibillion-dollar fruit industry, of which the apple is the leading product.Until the 20th century, farmers stored apples in frostproof cellars during the winter for their own use or for sale. Improved transportation of fresh apples by train and road replaced the necessity for storage. Controlled atmosphere facilities are used to keep apples fresh year-round. Controlled atmosphere facilities use high humidity, low oxygen, and controlled carbon dioxide levels to maintain fruit freshness. They were first used in the United States in the 1960s.",723
